City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Tadepallegudem,IN,16.8333,81.5,84.56,58,100,10.11,overcast clouds
349,Timmins,CA,48.4669,-81.3331,75.02,50,75,9.22,broken clouds
350,Portland,US,45.5234,-122.6762,101.21,40,20,10.36,few clouds
351,Anadyr,RU,64.75,177.4833,43.3,93,90,25.99,light rain
352,Kangaatsiaq,GL,68.3065,-53.4641,42.46,92,28,15.75,scattered clouds
353,Gat,IL,31.61,34.7642,82.4,48,0,2.82,clear sky
354,Dhone,IN,15.4167,77.8833,74.68,76,72,17.74,broken clouds
355,Ulladulla,AU,-35.35,150.4667,59.88,66,50,10.83,scattered clouds
356,Amga,RU,60.8953,131.9608,62.44,79,100,8.99,overcast clouds
357,Altamont,US,42.2068,-121.7372,97.79,15,1,4.0,clear sky
358,Bilibino,RU,68.0546,166.4372,34.43,85,99,12.3,overcast clouds
359,Batticaloa,LK,7.7102,81.6924,79.29,66,100,8.99,overcast clouds
360,Mayumba,GA,-3.432,10.6554,72.3,93,35,2.3,scattered clouds
361,Nizhniy Kuranakh,RU,58.8353,125.4869,57.11,90,99,3.6,overcast clouds
362,Galveston,US,29.3669,-94.9669,93.25,74,1,4.0,clear sky
363,Naze,JP,28.3667,129.4833,79.72,85,67,15.9,broken clouds
364,Poum,NC,-20.2333,164.0167,69.1,62,7,7.81,clear sky
365,Santa Rosa,PH,14.3122,121.1114,82.9,90,100,15.19,light rain
366,Harlingen,US,26.1906,-97.6961,98.26,52,20,10.36,few clouds
367,Campoverde,PE,-8.4753,-74.8058,85.69,54,2,3.51,clear sky
368,Koutiala,ML,12.3917,-5.4642,76.32,83,58,7.31,broken clouds
369,Creel,MX,27.75,-107.6333,67.19,60,81,1.43,broken clouds
370,Kieta,PG,-6.2167,155.6333,82.49,77,50,3.71,light rain
371,Marawi,PH,7.9986,124.2928,69.66,82,98,5.84,light rain
372,Makarov,RU,48.6333,142.8,61.43,77,45,5.28,scattered clouds
373,Dingle,PH,10.9995,122.6711,80.82,84,100,10.92,light rain
374,Goure,NE,13.9835,10.2704,78.03,63,56,13.42,broken clouds
375,Del Rio,US,29.3627,-100.8968,88.23,64,40,9.22,scattered clouds
376,Mahon,ES,39.8885,4.2658,73.96,73,20,6.91,few clouds
377,Vezirkopru,TR,41.1436,35.4547,72.09,82,0,2.08,clear sky
378,Kelcyre,AL,40.3131,20.1894,85.21,36,0,4.41,clear sky
379,Kununurra,AU,-15.7667,128.7333,75.18,41,66,8.05,broken clouds
380,Manokwari,ID,-0.8667,134.0833,81.59,73,89,4.14,overcast clouds
381,Pankovka,RU,58.5,31.1999,56.98,94,93,17.16,light rain
382,Monte Patria,CL,-30.6919,-70.9467,64.83,47,0,1.79,clear sky
383,Atambua,ID,-9.1061,124.8925,72.99,80,78,4.43,broken clouds
384,Prokhorovka,RU,51.0374,36.7325,72.97,92,100,6.76,light rain
385,Necochea,AR,-38.5473,-58.7368,54.03,71,12,11.23,few clouds
386,Oktyabrskiy,RU,54.4815,53.471,72.01,43,68,4.14,broken clouds
387,Chimbote,PE,-9.0853,-78.5783,66.09,80,7,9.4,clear sky
388,Ambovombe,MG,-25.1667,46.0833,64.62,79,1,4.97,clear sky
389,Axim,GH,4.8699,-2.2405,76.75,86,60,6.49,broken clouds
390,Erice,IT,38.037,12.5865,77.95,83,0,1.14,clear sky
391,Vostok,RU,46.4856,135.8833,72.79,75,60,0.34,broken clouds
392,Henties Bay,NA,-22.116,14.2845,64.85,71,0,10.38,clear sky
393,Sorong,ID,-0.8833,131.25,79.63,83,56,6.4,broken clouds
394,Dandong,CN,40.1292,124.3947,73.67,91,61,2.33,broken clouds
395,Bad Nenndorf,DE,52.3333,9.3667,60.55,72,75,6.91,light rain
396,Kulhudhuffushi,MV,6.6221,73.07,82.0,73,95,6.78,overcast clouds
397,Altay,CN,47.8667,88.1167,62.31,42,0,5.66,clear sky
398,Dalby,AU,-27.1833,151.2667,61.99,89,99,3.0,light rain
399,Port-Gentil,GA,-0.7193,8.7815,75.16,88,75,5.75,broken clouds
400,Tutoia,BR,-2.7619,-42.2744,77.9,77,10,7.65,clear sky
401,Mancio Lima,BR,-7.6142,-72.8958,86.07,45,0,3.44,clear sky
402,Zyryanka,RU,65.75,150.85,50.2,54,74,6.91,broken clouds
403,Westport,US,41.1415,-73.3579,81.91,52,1,1.01,clear sky
404,Sakakah,SA,29.9697,40.2064,87.37,13,0,7.63,clear sky
405,Chavinda,MX,20.0167,-102.45,78.15,56,19,4.9,few clouds
406,Bayan,CN,46.0833,127.4,71.1,95,100,7.07,moderate rain
407,Batemans Bay,AU,-35.7167,150.1833,56.91,58,56,11.9,broken clouds
408,Ahipara,NZ,-35.1667,173.1667,54.52,83,21,28.79,few clouds
409,Indramayu,ID,-6.3264,108.32,77.18,78,58,8.25,broken clouds
410,Paso De Carrasco,UY,-34.8603,-56.0522,45.05,93,20,0.0,fog
411,America Dourada,BR,-11.4553,-41.4361,64.76,79,99,8.84,overcast clouds
412,Porto Santo,PT,33.072,-16.3415,71.98,73,40,10.36,scattered clouds
413,Hambantota,LK,6.1241,81.1185,79.23,80,100,18.92,overcast clouds
414,Soyo,AO,-6.1349,12.3689,72.23,87,40,5.64,scattered clouds
415,Neiafu,TO,-18.65,-173.9833,77.68,69,40,4.61,scattered clouds
416,Sovetskaya,RU,44.7769,41.1722,68.05,63,26,5.06,scattered clouds
417,Laguna,US,38.421,-121.4238,102.24,16,1,3.0,clear sky
418,Saint-Joseph,RE,-21.3667,55.6167,65.21,71,5,1.5,clear sky
419,Port Hedland,AU,-20.3167,118.5667,50.05,34,33,8.05,scattered clouds
420,Phangnga,TH,8.4509,98.5298,84.9,93,99,5.88,overcast clouds
421,Hillsborough,US,37.5741,-122.3794,93.33,60,40,21.0,scattered clouds
422,Tupik,RU,54.4253,119.9327,54.91,95,96,1.45,light rain
423,Flinders,AU,-34.5833,150.8552,60.06,84,52,3.0,broken clouds
424,Aban,RU,56.67,96.06,56.93,90,30,5.01,scattered clouds
425,Itarema,BR,-2.9248,-39.9167,76.66,77,7,5.12,clear sky
426,Kawalu,ID,-7.3817,108.2082,71.49,98,98,2.06,overcast clouds
427,Cherskiy,RU,68.75,161.3,44.69,52,74,16.51,broken clouds
428,Goundam,ML,16.4145,-3.6708,92.8,39,64,6.91,broken clouds
429,Husavik,IS,66.0449,-17.3389,53.51,90,80,2.86,broken clouds
430,Olafsvik,IS,64.8945,-23.7142,52.97,82,100,5.1,overcast clouds
431,Natal,BR,-5.795,-35.2094,77.22,83,75,6.91,broken clouds
432,Launceston,AU,-41.45,147.1667,44.15,95,100,6.91,overcast clouds
433,Riachao,BR,-7.3619,-46.6172,76.33,29,12,4.03,few clouds
434,Pangnirtung,CA,66.1451,-65.7125,46.4,93,90,13.8,overcast clouds
435,Kavieng,PG,-2.5744,150.7967,83.48,76,27,10.87,light rain
436,Stromness,GB,58.965,-3.296,48.45,74,20,7.05,few clouds
437,Chernyshevskiy,RU,63.0128,112.4714,65.55,45,45,8.43,scattered clouds
438,Sur,OM,22.5667,59.5289,87.98,58,62,10.38,broken clouds
439,Kandava,LV,57.0409,22.7747,51.03,96,8,5.5,clear sky
440,Iranshahr,IR,27.2025,60.6848,92.48,40,95,0.94,overcast clouds
441,Omsukchan,RU,62.5333,155.8,35.74,92,99,7.87,light rain
442,Viedma,AR,-40.8135,-62.9967,58.23,32,44,9.19,scattered clouds
443,El Pino,HN,15.7,-86.9333,87.48,83,75,11.5,broken clouds
444,Bahia Blanca,AR,-38.7196,-62.2724,58.01,42,11,14.63,few clouds
445,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.35,62,75,11.5,broken clouds
446,Tacoronte,ES,28.4769,-16.4102,68.25,74,75,21.0,broken clouds
447,Kodinsk,RU,58.6881,99.1844,58.8,76,21,0.51,few clouds
448,Gympie,AU,-26.1898,152.665,66.31,72,19,4.32,few clouds
449,Popondetta,PG,-8.7537,148.2534,82.76,65,78,1.5,broken clouds
450,Kungurtug,RU,50.5994,97.5228,46.27,95,100,1.32,overcast clouds
